Description,earliest_invoicedate,latest_invoicedate,unique_invoice_months,sum_quantity
WHITE WIRE EGG HOLDER,2009-12-03 18:13:00,2011-12-07 16:56:00,25,1794
WHITE WOOD GARDEN PLANT LADDER,2010-03-05 16:02:00,2011-12-08 12:28:00,22,1576
WOOD 2 DRAWER CABINET WHITE FINISH,2009-12-01 10:49:00,2011-12-08 12:10:00,25,4816
WOOD BLACK BOARD ANT WHITE FINISH,2009-12-08 11:10:00,2011-12-09 10:03:00,24,11005
WOOD S/3 CABINET ANT WHITE FINISH,2009-12-01 10:49:00,2011-10-10 13:30:00,22,4092
WOOD STAMP SET BEST WISHES,2009-12-02 14:21:00,2011-12-08 13:50:00,25,1603
WOOD STAMP SET FLOWERS,2009-12-01 14:14:00,2011-12-08 13:50:00,25,1489
WOOD STAMP SET HAPPY BIRTHDAY,2009-12-03 07:25:00,2011-12-09 10:03:00,25,1406
WOOD STAMP SET THANK YOU,2009-12-01 14:28:00,2011-12-08 19:57:00,25,2380
WOODEN BOX OF DOMINOES,2009-12-01 11:45:00,2011-12-09 10:03:00,25,13076
WOODEN FRAME ANTIQUE WHITE ,2009-12-01 10:49:00,2011-12-08 19:55:00,25,15558
WOODEN HAPPY BIRTHDAY GARLAND,2009-12-03 11:51:00,2011-12-02 10:22:00,25,4475
WOODEN PICTURE FRAME WHITE FINISH,2009-12-01 12:47:00,2011-12-09 10:26:00,24,16738
WOODEN REGATTA BUNTING,2010-02-03 13:09:00,2011-12-09 10:26:00,23,1141
WOODEN SCHOOL COLOURING SET,2010-03-25 11:28:00,2011-12-09 11:34:00,22,11356
WOODEN UNION JACK BUNTING,2010-02-02 12:03:00,2011-12-07 10:35:00,23,3590
WOODLAND  HEIGHT CHART STICKERS ,2009-12-01 14:28:00,2011-12-08 09:20:00,25,1664
WOODLAND  STICKERS,2009-12-01 12:13:00,2011-12-09 10:03:00,25,2909
WOODLAND CHARLOTTE BAG,2009-12-01 11:21:00,2011-12-09 10:23:00,25,24810
WOODLAND DESIGN  COTTON TOTE BAG,2009-12-01 12:13:00,2011-12-05 11:48:00,25,2214
WOODLAND PARTY BAG + STICKER SET,2009-12-02 12:32:00,2011-12-09 11:59:00,25,3703
WOODLAND STORAGE BOX LARGE ,2009-12-01 12:52:00,2011-10-25 17:31:00,23,896
WOODLAND STORAGE BOX SMALL,2009-12-01 12:52:00,2011-12-05 11:48:00,25,925
WORLD WAR 2 GLIDERS ASSTD DESIGNS,2009-12-01 12:57:00,2011-12-09 10:03:00,25,108434
WOVEN BERRIES CUSHION COVER ,2009-12-03 19:23:00,2011-12-09 10:03:00,25,433
WOVEN BUBBLE GUM CUSHION COVER,2009-12-04 09:43:00,2011-12-09 10:03:00,25,413
WOVEN CANDY CUSHION COVER ,2010-01-04 13:03:00,2011-12-09 10:03:00,23,208
WOVEN ROSE GARDEN CUSHION COVER ,2009-12-03 13:32:00,2011-12-09 10:03:00,25,494
WOVEN SUNSET CUSHION COVER ,2009-12-04 15:30:00,2011-12-09 10:03:00,23,152
WRAP ENGLISH ROSE ,2009-12-01 09:28:00,2011-12-07 11:43:00,24,13273
WRAP PINK FAIRY CAKES ,2009-12-01 18:35:00,2011-12-08 12:29:00,25,16615
YOU'RE CONFUSING ME METAL SIGN ,2009-12-08 15:49:00,2011-12-09 12:00:00,24,8908
ZINC FOLKART SLEIGH BELLS,2010-01-19 12:13:00,2011-12-09 10:26:00,22,8373
ZINC HEART LATTICE T-LIGHT HOLDER,2009-12-14 18:03:00,2011-12-07 09:22:00,25,1471
ZINC METAL HEART DECORATION,2009-12-01 11:41:00,2011-12-08 14:38:00,25,20149
ZINC WILLIE WINKIE  CANDLE STICK,2009-12-01 11:50:00,2011-12-09 12:31:00,25,6876
